article_type,author_names,authorinfo,citation,citation_date,correspondence_author,keywords,titles
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Lin Tian', '1', '2', '3', 'Amit Goldstein', '1', '2', '4', 'Hai Wang', '1', '2', '4', 'Hin Ching Lo', '1', '2', '5', 'Ik Sun Kim', '1', '2', '5', 'Thomas Welte', '1', '2', '4', 'Kuanwei Sheng', '5', '6', 'Lacey E. Dobrolecki', '1', 'Xiaomei Zhang', '1', 'Nagireddy Putluri', '2', '3', '4', 'Thuy L. Phung', '7', 'Sendurai A. Mani', '8', 'Fabio Stossi', '2', '4', 'Arun Sreekumar', '2', '3', '4', 'Michael A. Mancini', '2', '4', 'William K. Decker', '2', '7', '9', 'Chenghang Zong', '2', '5', '6', '10', 'Michael T. Lewis', '1', '2', '4', 'Xiang H.-F. Zhang', '1', '2', '4', '10']","['Lester and Sue Smith Breast Center, Baylor College of Medicine, One Baylor Plaza, Houston, Texas 77030, USA', 'Dan L. Duncan Cancer Center, Baylor College of Medicine, One Baylor Plaza, Houston, Texas 77030, USA', 'Verna & Marrs McLean Department of Biochemistry and Molecular Biology, Baylor College of Medicine, One Baylor Plaza, Houston, Texas 77030, USA', 'Department of Molecular and Cellular Biology, Baylor College of Medicine, One Baylor Plaza, Houston, Texas 77030, USA', 'Graduate Program in Integrative Molecular and Biomedical Sciences, Baylor College of Medicine, One Baylor Plaza, Houston, Texas 77030, USA', 'Department of Molecular and Human Genetics, Baylor College of Medicine, One Baylor Plaza, Houston, Texas 77030, USA', 'Department of Pathology & Immunology, Baylor College of Medicine, One Baylor Plaza, Houston, Texas 77030, USA', 'Department of Translational Molecular Pathology, MD Anderson Cancer Center, 2130 West Holcombe Boulevard, Houston, Texas 77030, USA', 'Center for Cell and Gene Therapy, Baylor College of Medicine, One Baylor Plaza, Houston, Texas 77030, USA', 'McNair Medical Institute, Baylor College of Medicine, One Baylor Plaza, Houston, Texas 77030, USA']","['Nature', '(2017)', 'doi:10.1038/nature21724', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t03 February 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t24 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t03 April 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t03 February 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t24 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t03 April 2017\t\t\t\t\t\t\t']",['Xiang H.-F. Zhang'],[],Mutual regulation of tumour vessel normalization and immunostimulatory reprogramming
[],[],[],[],[],[],[],Eyes grafted into tadpole tails may see
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t543,', '592', '(30 March 2017)', 'doi:10.1038/543592c', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Drug discovery', 'Molecular biology']",Molecular biology: Drug stalls protein translation
"['\nNature |\n\t\t\t\t\tArticle\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Felipe de Sousa e Melo', '1', 'Antonina V. Kurtova', '1', 'Jonathan M. Harnoss', '2', 'Noelyn Kljavin', '1', 'Joerg D. Hoeck', '1', 'Jeffrey Hung', '3', 'Jeffrey Eastham Anderson', '3', 'Elaine E. Storm', '1', 'Zora Modrusan', '4', 'Hartmut Koeppen', '3', 'Gerrit J. P. Dijkgraaf', '1', 'Robert Piskol', '5', 'Frederic J. de Sauvage', '1']","['Molecular Oncology, Genentech, 1 DNA Way, South San Francisco, California 94080, USA', 'Cancer Immunology, Genentech, 1 DNA Way, South San Francisco, California 94080, USA', 'Research Pathology, Genentech, 1 DNA Way, South San Francisco, California 94080, USA', 'Molecular Biology, Genentech, 1 DNA Way, South San Francisco, California 94080, USA', 'Bioinformatics and Computational Biology, Genentech, 1 DNA Way, South San Francisco, California 94080, USA']","['Nature', '\n\t\t\t543,', '676–680', '(30 March 2017)', 'doi:10.1038/nature21713', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t20 July 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t18 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t20 July 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t18 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['Frederic J. de Sauvage'],"['Metastasis', 'Cancer stem cells', 'Colorectal cancer']",A distinct role for Lgr5+ stem cells in primary and metastatic colon cancer
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Pavel Chábera', '1', 'Yizhu Liu', '2', 'Om Prakash', '2', 'Erling Thyrhaug', '1', 'Amal El Nahhas', '1', 'Alireza Honarfar', '1', 'Sofia Essén', '2', 'Lisa A. Fredin', '3', 'Tobias C. B. Harlang', '1', '4', 'Kasper S. Kjær', '1', '4', 'Karsten Handrup', '5', 'Fredric Ericson', '3', 'Hideyuki Tatsuno', '1', 'Kelsey Morgan', '6', 'Joachim Schnadt', '5', 'Lennart Häggström', '7', 'Tore Ericsson', '7', 'Adam Sobkowiak', '7', 'Sven Lidin', '2', 'Ping Huang', '8', 'Stenbjörn Styring', '8', 'Jens Uhlig', '1', 'Jesper Bendix', '9', 'Reiner Lomoth', '8', 'Villy Sundström', '1', 'Petter Persson', '3', 'Kenneth Wärnmark', '2']","['Division of Chemical Physics, Department of Chemistry, Lund University, Box 124, SE-22100 Lund, Sweden', 'Center for Analysis and Synthesis (CAS), Department of Chemistry, Lund University, Box 124, SE-22100 Lund, Sweden', 'Division of Theoretical Chemistry, Department of Chemistry, Lund University, Box 124, SE-22100 Lund, Sweden', 'Department of Physics, Technical University of Denmark, DK-2800 Kongens Lyngby, Denmark', 'Division of Synchrotron Radiation Research, Department of Physics, Lund University, Box 118, SE-221 00 Lund, Sweden', 'National Institute of Standards and Technology, Boulder, Colorado 80305, USA', 'Department of Chemistry - Ångström Laboratory, Uppsala University, Box 538, SE-751 21 Uppsala, Sweden', 'Department of Chemistry - Ångström Laboratory, Uppsala University, Box 523, SE-751 20 Uppsala, Sweden', 'Department of Chemistry, University of Copenhagen, Universitetsparken 5, DK-2100 Copenhagen, Denmark']","['Nature', '\n\t\t\t543,', '695–699', '(30 March 2017)', 'doi:10.1038/nature21430', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t03 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t03 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['Kenneth Wärnmark'],"['Organometallic chemistry', 'Light harvesting', 'Solar cells', 'Chemical physics', 'Atomic and molecular interactions with photons']",A low-spin Fe(iii) complex with 100-ps ligand-to-metal charge transfer photoluminescence
"['\nNature |\n\t\t\t\t\tCorrespondence\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tBooks and Arts\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Adam Moreno', '1', 'Christine S. Olsen', '2']","['NASA Ames Research Center, Moffett Field, California, USA.', 'Oregon State University, Corvallis, Oregon, USA.']","['Nature', '\n\t\t\t543,', '623', '(30 March 2017)', 'doi:10.1038/543623a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],['Adam Moreno'],"['Events', 'Communication']",Science communication: Take rural road trips to promote science
"['\nNature |\n\t\t\t\t\tCorrigendum\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrigendum\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrigendum\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Qing Chen', 'Adrienne Boire', 'Xin Jin', 'Manuel Valiente', 'Ekrem Emrah Er', 'Alejandro Lopez-Soto', 'Leni S. Jacob', 'Ruzeen Patwa', 'Hardik Shah', 'Ke Xu', 'Justin R. Cross', 'Joan Massagué']",[],"['Nature', '\n\t\t\t544,', '124', '(06 April 2017)', 'doi:10.1038/nature21730', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Metastasis', 'Cancer microenvironment']",Corrigendum: Carcinoma–astrocyte gap junctions promote brain metastasis by cGAMP transfer
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Michael Eisenstein', '1']","['Michael Eisenstein is a freelance science writer in Philadelphia, Pennsylvania.']","['Nature', '\n\t\t\t543,', 'S50–S51', '(30 March 2017)', 'doi:10.1038/543S50a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Diseases', 'Parasitology']",Dogs: The riddle of resistance
[],[],[],[],[],[],[],Seawater chemistry changes drove skeletal evolution
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Julie-Aurore Losman', '1']","['Julie-Aurore Losman is in the Department of Medical Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Harvard University, Boston, Massachusetts 02215, USA.']","['Nature', '\n\t\t\t543,', '634–635', '(30 March 2017)', 'doi:10.1038/543634a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],['Julie-Aurore Losman'],"['Epigenetics', 'Cancer', 'Medical research']",Cancer therapy: The leukaemia epigenome targeted
"['\nNature |\n\t\t\t\t\tTechnology Feature\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrigendum\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tFutures\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Rosie Mestel', '1']","['Rosie Mestel is a freelance science writer based in Los Angeles, California.']","['Nature', '\n\t\t\t543,', '743–746', '(30 March 2017)', 'doi:10.1038/543743a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Cancer', 'Imaging', 'Immunology', 'Therapeutics']",Cancer: Imaging with antibodies
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t543,', '593', '(30 March 2017)', 'doi:10.1038/543593a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Ageing', 'Cell biology']",Ageing: Senescent cells cleared out
"['\nNature |\n\t\t\t\t\tCorrespondence\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Frank Alexander Hamill', '1']","['MRIGlobal, Gaithersburg, USA.']","['Nature', '\n\t\t\t543,', '623', '(30 March 2017)', 'doi:10.1038/543623c', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],['Frank Alexander Hamill'],"['Virology', 'Research management']",Biosafety: National biosafety standards differ
[],[],[],[],[],[],[],Sewage provides early warning for polio
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Laura H. Kahn', '1']",['Laura H. Kahn is a physician and research scholar at Princeton University in New Jersey and co-founder of the One Health Initiative.'],"['Nature', '\n\t\t\t543,', 'S47', '(30 March 2017)', 'doi:10.1038/543S47a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],['Laura H. Kahn'],['Health care'],Perspective: The one-health way
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t543,', '593', '(30 March 2017)', 'doi:10.1038/543593c', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Asteroids, comets and Kuiper belt', 'Astronomy and astrophysics']",Astronomy: Landslides cause comet eruptions
"['\nNature |\n\t\t\t\t\tCorrespondence\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tObituary\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Michael V. Drake', '1']","['Ohio State University, Columbus, USA.']","['Nature', '\n\t\t\t543,', '623', '(30 March 2017)', 'doi:10.1038/543623e', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],['Michael V. Drake'],"['Sociology', 'Education']",Diversity: Boost diversity in biomedical research
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Carole Dalin', '1', 'Yoshihide Wada', '2', '3', '4', '5', 'Thomas Kastner', '6', '7', 'Michael J. Puma', '3', '4', '8']","['Institute for Sustainable Resources, University College London, 14 Upper Woburn Place, London WC1H 0NN, UK', 'International Institute for Applied Systems Analysis, Schlossplatz 1, A-2361 Laxenburg, Austria', 'Columbia University, Center for Climate Systems Research, 2880 Broadway, New York, New York 10025, USA', 'NASA Goddard Institute for Space Studies, 2880 Broadway, New York, New York 10025, USA', 'Department of Physical Geography, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands', 'Institute of Social Ecology, Vienna, Alpen-Adria Universitaet Klagenfurt, Wien, Graz, Schottenfeldgasse 29, 1070 Vienna, Austria', 'Senckenberg Biodiversity and Climate Research Centre (BiK-F), Senckenberganlage 25, 60325 Frankfurt am Main, Germany', 'Center for Climate and Life, Columbia University, 61 Route 9W, Palisades, New York 10964, USA']","['Nature', '\n\t\t\t543,', '700–704', '(30 March 2017)', 'doi:10.1038/nature21403', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t26 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t17 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t26 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t17 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['Carole Dalin'],"['Water resources', 'Hydrology', 'Environmental impact', 'Agriculture']",Groundwater depletion embedded in international food trade
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tBooks and Arts\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t543,', '593', '(30 March 2017)', 'doi:10.1038/543593e', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Virology', 'Evolution', 'Diseases', 'Infection']",Virology: What makes bird flu jump species?
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['T. Frigge', '1', 'B. Hafke', '1', 'T. Witte', '1', 'B. Krenzer', '1', 'C. Streubühr', '1', 'A. Samad Syed', '1', 'V. Mikšić Trontl', '1', 'I. Avigo', '1', 'P. Zhou', '1', 'M. Ligges', '1', 'D. von der Linde', '1', 'U. Bovensiepen', '1', 'M. Horn-von Hoegen', '1', 'S. Wippermann', '2', 'A. Lücke', '3', 'S. Sanna', '3', 'U. Gerstmann', '3', 'W. G. Schmidt', '3']","['Fakultät für Physik und Center for Nanointegration (CENIDE), Universität Duisburg-Essen, Lotharstrasse 1, 47057 Duisburg, Germany', 'Max-Planck-Institut für Eisenforschung, Max-Planck-Straße 1, 40237 Düsseldorf, Germany', 'Lehrstuhl für Theoretische Materialphysik, Universität Paderborn, 33095 Paderborn, Germany']","['Nature', '(2017)', 'doi:10.1038/nature21432', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t12 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t27 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t12 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t27 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['M. Horn-von Hoegen'],[],Optically excited structural transition in atomic wires on surfaces at the quantum limit
"['\nNature |\n\t\t\t\t\tObituary\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tCorrespondence\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Kumaraswamy Velupillai', '1']","['Kumaraswamy (Vela) Velupillai is retired and lives in Stockholm, Sweden. He was, formerly, a professor of economics at Trento, Italy, and at NSSR, New York, and is an emeritus professor at the National University of Ireland, Galway. He first met Kenneth Arrow at the University of California, Irvine, conference in 2001.', 'Kumaraswamy (Vela) Velupillai is retired and lives in Stockholm, Sweden. He was, formerly, a professor of economics at Trento, Italy, and at NSSR, New York, and is an emeritus professor at the National University of Ireland, Galway. He first met Kenneth Arrow at the University of California, Irvine, conference in 2001.']","['Nature', '\n\t\t\t543,', '624', '(30 March 2017)', 'doi:10.1038/543624a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],"['Kumaraswamy Velupillai', 'Kumaraswamy Velupillai']",[],Kenneth J. Arrow (1921–2017)
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tReview\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Helena Morais', '1', 'Fathi Namouni', '2']","['Helena Morais is in the Department of Statistics, Applied Mathematics and Computer Science, Institute of Geosciences and Exact Sciences, São Paulo State University (UNESP), 13506-900 Rio Claro, Brazil.', ""Fathi Namouni is at the Laboratoire Lagrange, Côte d'Azur Observatory, 06300 Nice, France.""]","['Nature', '\n\t\t\t543,', '635–636', '(30 March 2017)', 'doi:10.1038/543635a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],"['Helena Morais', 'Fathi Namouni']","['Astronomy and astrophysics', 'Asteroids, comets and Kuiper belt']",Planetary science: Reckless orbiting in the Solar System
